,"('ARVN US Equity', 24.0, Timestamp('2018-10-30 00:00:00', freq='B'))","('NIU US Equity', 12.0, Timestamp('2018-11-05 00:00:00', freq='B'))","('JG US Equity', 24.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('NFE US Equity', 20.0, Timestamp('2019-02-27 00:00:00', freq='B'))","('AUTL US Equity', 38.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('VIOT US Equity', 28.0, Timestamp('2018-11-02 00:00:00', freq='B'))","('AVRO US Equity', 21.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('ALEC US Equity', 10.0, Timestamp('2019-02-20 00:00:00', freq='B'))","('MOGU US Equity', 16.0, Timestamp('2018-12-28 00:00:00', freq='B'))","('EPRT US Equity', 17.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('ARCE US Equity', 44.0, Timestamp('2018-11-26 00:00:00', freq='B'))","('GOSS US Equity', 10.0, Timestamp('2019-02-21 00:00:00', freq='B'))","('SWI US Equity', 32.0, Timestamp('2018-12-03 00:00:00', freq='B'))","('ALLK US Equity', 10.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('TENB US Equity', 10.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('YETI US Equity', 21.0, Timestamp('2018-11-22 00:00:00', freq='B'))","('PLAN US Equity', 20.0, Timestamp('2018-11-08 00:00:00', freq='B'))","('BV US Equity', 20.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('FOCS US Equity', 13.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('LTHM US Equity', 20.0, Timestamp('2018-11-07 00:00:00', freq='B'))","('GH US Equity', 10.0, Timestamp('2018-10-17 00:00:00', freq='B'))","('ARLO US Equity', 16.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('ESTC US Equity', 25.0, Timestamp('2018-11-08 00:00:00', freq='B'))","('ALLO US Equity', 18.0, Timestamp('2018-11-05 00:00:00', freq='B'))","('BE US Equity', 11.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('CWK US Equity', 30.0, Timestamp('2018-09-12 00:00:00', freq='B'))","('BJ US Equity', 11.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('SONO US Equity', 16.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('TME US Equity', 29.0, Timestamp('2019-01-21 00:00:00', freq='B'))","('TLRY US Equity', 23.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('PDD US Equity', 37.0, Timestamp('2018-09-14 00:00:00', freq='B'))","('6100 HK Equity', 16.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('1773 HK Equity', 12.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('1996 HK Equity', 10.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('VEA AU Equity', 10.0, Timestamp('2018-09-03 00:00:00', freq='B'))","('2048 HK Equity', 43.0, Timestamp('2018-09-19 00:00:00', freq='B'))","('3612 JP Equity', 15.0, Timestamp('2018-10-19 00:00:00', freq='B'))","('1801 HK Equity', 11.0, Timestamp('2018-11-15 00:00:00', freq='B'))","('780 HK Equity', 41.0, Timestamp('2019-01-22 00:00:00', freq='B'))","('1119 HK Equity', 12.0, Timestamp('2018-12-24 00:00:00', freq='B'))","('4423 JP Equity', 26.0, Timestamp('2019-01-17 00:00:00', freq='B'))","('298380 KS Equity', 10.0, Timestamp('2019-01-02 00:00:00', freq='B'))","('4425 JP Equity', 16.0, Timestamp('2019-01-10 00:00:00', freq='B'))","('9434 JP Equity', 10.0, Timestamp('2019-01-02 00:00:00', freq='B'))","('263050 KS Equity', 10.0, Timestamp('2019-01-07 00:00:00', freq='B'))","('1896 HK Equity', 19.0, Timestamp('2019-03-01 00:00:00', freq='B'))","('2616 HK Equity', 16.0, Timestamp('2019-03-20 00:00:00', freq='B'))","('247540 KS Equity', 11.0, Timestamp('2019-03-20 00:00:00', freq='B'))"
2018-09-03,,,0.0,,0.0,,0.0,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,,-0.013761697119265523,-0.04053372427453226,0.012864333977895041,-0.007822845161148053,,,,,,,,,,,,,
2018-09-04,,,-0.08774427590661835,,-0.01398766215000454,,-0.04866338590869789,,,0.007138954197780739,,,,0.028891004364089198,0.006255379444062518,,,0.002516341853999253,0.0875460882789703,,,-0.007282325287546625,,,-0.04758687070747693,,0.022861050969894898,-0.002807322932282234,,0.18196212198996362,,0.06030410919536504,0.005446833229878814,-0.02393622026484983,-0.024323586855649122,,,,,,,,,,,,,
2018-09-05,,,-0.10413655477966027,,0.02464150321799842,,-0.024938384130890272,,,0.011852850222232788,,,,0.05900238664369257,-0.031291876066500204,,,0.01938921874320576,0.0444711086343297,,,-0.030790545571229663,,,-0.008773853355252851,,0.006376709619347871,-0.009541614341877903,,0.1682630318066194,,-0.0318442812564652,-0.012086605986037675,-0.022908690263634745,0.009377949089792226,,,,,,,,,,,,,
2018-09-06,,,0.11047100396596085,,-0.008193895927283566,,0.028878676395720424,,,0.0025166475730264556,,,,0.0200596274585837,-0.04406532871534029,,,0.03109174326938706,-0.002785048469215002,,,-0.035132673164969194,,,0.019195871200023126,,0.03977993953241468,-0.03874287586819801,,-0.10678725446719894,,-0.040175337357299265,-0.02083575127870051,-0.0018422164193611004,-0.003146303744967838,,,,,,,,,,,,,
2018-09-07,,,-0.17381431736806482,,0.04699059269423528,,0.01917709617758744,,,-0.014742404530320977,,,,0.08482758230601074,0.015731286457592943,,,-0.006404077540281365,-0.011106445420756849,,,-0.007665277751108841,,,0.06661187855428878,,-0.024012584810490168,0.030760688317274597,,-0.026483859786722134,,-0.06493560658468149,-0.005265981954427105,-0.02045279236308041,-0.02522802685739482,,,,,,,,,,,,,
2018-09-10,,,0.023955292673940115,,0.0742123684371337,,-0.007567453774736871,,,0.018661069350311178,,,,-0.07927510214295759,0.04485504992749352,,,-0.01986784080436589,0.0007564714208844939,,,0.007347538291544375,,,-0.05098162299728462,,0.015358971134774892,0.13185107811455302,,0.08391434682683967,,0.002463624247708654,-0.062474785606714524,-0.017716093338940933,-0.013455227484143498,,,,,,,,,,,,,
2018-09-11,,,0.01869082868178826,,-0.06427615960582539,,0.07141899682683765,,,-0.003245227889037106,,,,-0.006060838655802609,0.03518980536739472,,,0.021270576886005657,-0.015915460586359835,,,0.02226612051357439,,,0.005358996680887596,,-0.02593923862232786,-0.22220890203261048,,0.13173954847385835,,0.05432593050787278,-0.042128312923115,0.0035859727911707515,0.07063930511675656,,,,,,,,,,,,,
2018-09-12,,,0.030346699632925876,,-0.04881833089210464,,0.03932505511241018,,,-0.0008669323855091911,,,,0.03956915566389244,0.047075065445757173,,,-0.012563899012729338,0.005865269366906814,,,0.028209457002913964,,,0.09038899651732797,-0.010936803189038448,-0.004782079658957678,0.036053553165866455,,0.09544751731752053,,-0.02871434693493378,0.0074547635362768525,-0.009247546130104738,0.021748958348411014,,,,,,,,,,,,,
2018-09-13,,,0.0032830452128489816,,-0.03728626499290498,,,,,-0.005390251496993506,,,,-0.002191384004569027,-0.02802183606316328,,,-0.00155061286237065,0.003580715403428977,,,-0.07087029206993145,,,-0.009848897261616474,-0.018954339106364394,-0.044266497058368846,-0.028282151044290563,,0.13847369117605865,,-0.008556050069683078,-0.0246101895678059,0.01617543876294882,-0.0003773640061250118,,,,,,,,,,,,,
2018-09-14,,,0.0010401237918382313,,0.04515843473769383,,,,,-0.0029016347942308904,,,,-0.001486350176584444,-0.014894676954137548,,,0.01075551367767084,-0.03979658112376544,,,-0.01299407683613233,,,-0.0664256112975718,-0.003454482095099188,-0.016339042402833334,-0.0043243353805063715,,-0.08956659022512388,-0.12096550287017363,0.023892765244451965,0.04315991649407851,-0.01555917037973252,0.005446449999110011,,,,,,,,,,,,,
